wallet_address,final_score,score_wallet_longevity,score_tx_frequency,score_time_consistency,score_repayment_efficiency,score_collateral_health,score_liquidation_penalty,score_asset_diversity,score_tx_value_volatility,score_borrow_activity,score_healthy_usage,raw_score,normalized_score
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,70.91800273632224,0.38330612633181127,0.2129990365605659,0.6429341568931878,1.0,0.6459833771095953,0.0,1.0,-0.06637249167099243,0.5,0.5,4.818850205224168,70.91800273632224
0xc8355d0e2c265b2fe495ebbc0fc9ad992b40dc8f,58.40824283879126,0.5615052321156773,0.005855103469809538,0.0,0.41789009517461984,1.0,0.0,1.0,-0.10463221785076174,0.5,0.5,3.8806182129093445,58.40824283879126
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,41.08427298215221,0.1939155568239472,0.022605518173126154,0.0,0.0,1.0,0.0,1.0,-0.13520060133565776,0.5,0.0,2.5813204736614157,41.08427298215221
0x2025a9196d6fa1011080845c6877f6460cdb302b,51.77683199749826,0.4378647894469812,0.01001122207010984,0.0,1.0,1.0,0.0,1.0,-0.06461361170472177,0.0,0.0,3.3832623998123696,51.77683199749826
0x6316ff9d2c96b6b122e0dd632ab5831e0bf5bd10,56.271769079359146,0.23887427067478437,0.01835091586654647,0.0,0.999955387961363,0.4945374086189694,0.0,1.0,-0.03133530216972747,0.5,0.5,3.720382680951936,56.271769079359146
0xbd9ed130a53cfafcf81502e4d35329a6c4d53410,70.70890241435406,2.0,0.003390172491027272,0.0,1.0,0.3716530510518109,-0.5,1.0,-0.0718755424662839,0.5,0.5,4.8031676810765545,70.70890241435406
0xb7625573f98f436554fde189bba8f1cdb57a6b97,42.17187015297897,0.35080530187721964,0.009371783195076634,0.0,1.0,1.0,0.0,0.3333333333333333,-0.030620156932206894,0.0,0.0,2.6628902614734224,42.17187015297897
0x4654f56a64301b9b582f843f97332d96ead11ff8,75.39793879673998,0.8901583587011669,0.2554570858670234,0.570332095082672,1.0,0.4725786899641504,0.0,1.0,-0.03368081985951357,0.5,0.5,5.154845409755499,75.39793879673998
0x419385075dff229926a63812ac1adc397ac32e27,50.81654963198737,0.4019541159309995,0.00817922022084999,0.0,1.0,1.0,0.0,1.0,-0.09889211375279607,0.0,0.0,3.3112412223990533,50.81654963198737
0xa9ee140bfe20a7a5f9e170c6e89ec4b0906d297d,64.44393033810496,0.0004172057331303907,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0004557637085919225,0.0,0.0,4.333294775357872,64.44393033810496
0xb3fbe25be2e8ca097e9ac924e94af000dd3a5663,67.29991414099051,2.0,0.002716224216183589,0.0,0.6396719716847027,0.46450761164214366,-0.5,1.0,-0.05940224696874167,0.5,0.5,4.5474935605742886,67.29991414099051
0x869ec00fa1dc112917c781942cc01c68521c415e,50.34316143486526,0.21260416666666668,0.007731906868107897,0.40368848025462956,1.0,1.0,0.0,0.6666666666666666,-0.014954112841176518,0.0,0.0,3.2757371076148942,50.34316143486526
0xb00b309332fe879d7c98b1f08ff8965790ddbe6d,59.471579595474246,0.0017511732623033992,0.6258035310095066,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0005195679445754058,0.0,0.0,3.960368469660568,59.471579595474246
0x4da2e85d64bece663ccab06e89b970b6b077f22f,44.881921149698115,0.18972799340436328,0.011552226862203259,0.0,1.0,1.0,0.0,0.6666666666666666,-0.0018028007058745609,0.0,0.0,2.8661440862273584,44.881921149698115
0x27a41cb58ac08ca794279796a082cd55d567961c,63.84778674177232,7.083967529173008e-05,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,-0.0448201673757016,0.0,0.0,4.288584005632924,63.84778674177232
0xc6f6c89f7f297b5230d2fd028ac06f0677c1857b,40.31642837059091,0.18635667174023338,0.020582125676201782,0.0,1.0,1.0,0.0,0.3333333333333333,-0.016540002955450092,0.0,0.0,2.5237321277943185,40.31642837059091
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,80.14548182731383,0.9167077625570776,0.4548737541031784,0.8027062367278439,1.0,0.3763160194395305,0.0,1.0,-0.039692635779093016,0.5,0.5,5.510911137048537,80.14548182731383
0xbbd13ca6aace2a8eccbde88bc7849c3c6e4e172e,47.71373975934028,0.4373073947234906,0.0037589934134952215,0.0,1.0,1.0,0.0,0.6666666666666666,-0.02920257285313143,0.0,0.0,3.078530481950521,47.71373975934028
0x53d6482610eb4caedbba48ef4559a5a9ad4266a0,42.6334574227989,0.01943759512937595,0.08456990720801848,0.28506219827711643,1.0,1.0,0.0,0.3333333333333333,-0.024893727237927103,0.0,0.0,2.697509306709917,42.6334574227989
0x293425f7e1f094cd06a264187d830b59e54cac1e,43.22070554190625,0.07071746575342466,0.046490229787646185,0.0,1.0,1.0,0.0,0.6666666666666666,-0.04232144656476848,0.0,0.0,2.7415529156429685,43.22070554190625
0x29bc5fb2b177dd3432661ee5c67e7d7008350fcf,77.7225898939871,0.0019093734145104008,1.0,0.9769389471742724,0.9698491754446773,1.0,-0.5,1.0,-0.11950325398442851,0.5,0.5,5.329194242049033,77.7225898939871
